Game,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Lord of the Rings: The Fellowship of the Ring,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,3.14,1.95,0.05,0.54,5.67
The Lord of the Rings: The Third Age,2004,Role-Playing,Electronic Arts,0.87,0.14,0.0,0.09,1.0899999999999999
The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,2.8,2.3,0.08,0.74,5.91
The Lord of the Rings: War in the North,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19
The Lost Chronicles of Zerzura,2012,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05
The Lost Vikings,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05
The Mark of Kri,2002,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
The Matrix: Path of Neo,2005,Action,Atari,0.64,0.08,0.0,0.08,0.8
The Movies,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04
The Mummy Returns,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5
The Mummy: Tomb of the Dragon Emperor,2008,Action,Vivendi Games,0.2,0.1,0.0,0.04,0.33999999999999997
The Munchables,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18
The New York Times Crosswords,2007,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45
The Next BIG Thing,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
The Night of the Rabbit,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03
The Operative: No One Lives Forever,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
The Orange Box,2007,Shooter,Electronic Arts,1.37,1.22,0.02,0.41000000000000003,3.02
The Order: 1886,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74
The Outfit,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25
The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03
The Polar Express,2004,Adventure,THQ,0.19,0.11,0.0,0.03,0.34
The Powerpuff Girls: Chemical X-Traction,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25
The Powerpuff Girls: Relish Rampage,2002,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45
The Punisher,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52
The Saboteur,2009,Action,Electronic Arts,0.46,0.46,0.0,0.13,1.05
The Scorpion King: Rise of the Akkadian,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
The Secret World,2012,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17
The Settlers,2007,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
The Settlers 7: Paths to a Kingdom,2010,Strategy,Ubisoft,0.0,0.27,0.0,0.05,0.31
The Settlers: Rise of an Empire,2007,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
The Shoot,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34
The Simpsons Game,2007,Action,Electronic Arts,2.52,2.5500000000000003,0.0,1.9699999999999998,7.01
The Simpsons Skateboarding,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52
The Simpsons: Road Rage,2001,Racing,Electronic Arts,2.99,1.48,0.0,0.44,4.9
The Simpsons: Road Rage,2003,Racing,THQ,0.86,0.32,0.0,0.02,1.19
The Sims,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
The Sims,2003,Simulation,Electronic Arts,2.07,1.35,0.0,0.26,3.68
The Sims 2,2004,Simulation,Electronic Arts,0.02,0.24,0.0,0.04,0.29
The Sims 2,2005,Simulation,Electronic Arts,2.7,0.8500000000000001,0.0,0.54,4.08
The Sims 2: Apartment Life,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09
The Sims 2: Apartment Pets,2008,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69
The Sims 2: Bon Voyage,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03
The Sims 2: Castaway,2007,Simulation,Electronic Arts,1.44,1.1400000000000001,0.0,0.5,3.07
The Sims 2: Nightlife,2005,Simulation,Electronic Arts,1.22,0.05,0.0,0.0,1.27
The Sims 2: Open for Business,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52
The Sims 2: Pets,2006,Simulation,Electronic Arts,1.35,1.3900000000000001,0.0,0.73,3.4699999999999998
The Sims 2: Pets,2007,Simulation,Electronic Arts,0.41,0.02,0.0,0.04,0.47
The Sims 2: Seasons,2007,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
The Sims 2: University,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
The Sims 3,2009,Simulation,Electronic Arts,0.99,6.42,0.0,0.6,8.01
The Sims 3,2010,Simulation,Electronic Arts,2.38,1.9200000000000002,0.02,0.56,4.89
The Sims 3,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
The Sims 3: Ambitions,2010,Simulation,Electronic Arts,0.0,0.29,0.0,0.17,0.46
The Sims 3: Generations,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63
The Sims 3: Late Night Expansion Pack,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7
The Sims 3: Seasons,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.02,0.16
The Sims 3: World Adventures,2009,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57
The Sims 4,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05
The Sims 4: City Living,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1
The Sims 4: Get Together,2015,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,0.22
The Sims Deluxe,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,1.9000000000000001,1.53,0.0,0.22999999999999998,3.6500000000000004
The Sims: Hot Date,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82
The Sims: House Party,2001,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16
The Sims: Livin Large,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
The Sims: Makin' Magic,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92
The Sims: Medieval,2011,Simulation,Electronic Arts,0.28,0.32,0.0,0.09,0.69
The Sims: Superstar,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68
The Sims: Unleashed,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
The Sims: Vacation,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
The Sky Crawlers: Innocent Aces,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12
The Sly Collection,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68
The Smurfs 2,2013,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.09
The SpongeBob SquarePants Movie,2004,Platform,THQ,2.19,0.8500000000000001,0.0,0.21,3.24
The Suffering,2004,Action,Midway Games,0.36,0.21000000000000002,0.0,0.060000000000000005,0.64
The Suffering: Ties That Bind,2005,Action,Midway Games,0.16,0.09000000000000001,0.0,0.02,0.26
The Sum of All Fears,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03
The Talos Principle,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03
The Technomancer,2016,Role-Playing,Focus Home Interactive,0.03,0.06,0.0,0.01,0.09999999999999999
The Terminator: Dawn of Fate,2002,Action,Atari,0.31,0.19,0.0,0.060000000000000005,0.5599999999999999
The Testament of Sherlock Holmes,2012,Adventure,Focus Home Interactive,0.05,0.22,0.0,0.05,0.33
The Thing,2002,Adventure,Vivendi Games,0.37,0.21000000000000002,0.0,0.06999999999999999,0.64
The Tomb Raider Trilogy,2011,Action,Square Enix,0.27,0.46,0.0,0.15,0.88
The Typing of the Dead,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05
The Urbz: Sims in the City,2004,Simulation,Electronic Arts,1.35,1.42,0.0,0.35,3.12
The Void,2008,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.74,0.26,0.0,0.13,1.1400000000000001
The Warriors,2005,Action,Take-Two Interactive,0.65,0.08,0.0,0.08,0.81
The Warriors,2007,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27
The Weakest Link,2001,Misc,Activision,0.05,0.03,0.0,0.01,0.09
The Whispered World,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1
The Witch and the Hundred Knight,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2
The Witcher,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06
The Witcher 2: Assassins of Kings,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96
The Witcher 2: Assassins of Kings,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9
The Witcher 3: Wild Hunt,2015,Role-Playing,Namco Bandai Games,1.92,3.09,0.23,0.75,6.0
The Witcher: Enhanced Edition,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32
The Wizard of Oz: Beyond The Yellow Brick Road,2008,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15
The Wolf Among Us,2011,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03
The Wolf Among Us,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.04,0.21
The Wonderful 101,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4
The World Ends With You,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78
The X Files: Resist or Serve,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12
Theatre Of War,2007,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
Theatrhythm Final Fantasy: Curtain Call,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37
Theatrhythm: Final Fantasy,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
Theme Park,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06
Theme Park Roller Coaster,2000,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48
Theresia...,2008,Adventure,Arc System Works,0.05,0.0,0.0,0.0,0.06
Thief: Deadly Shadows,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17
Thor: God of Thunder,2011,Action,Sega,0.4,0.19,0.0,0.06,0.65
Thrillville,2006,Strategy,Atari,0.73,0.02,0.0,0.11,0.8600000000000001
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.8300000000000001,0.21,0.0,0.1,1.16
Thunderstrike: Operation Phoenix,2001,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34
Tiger Woods PGA Tour,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
Tiger Woods PGA Tour,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,1.63,0.16,0.0,0.16999999999999998,1.99
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,1.17,0.07,0.0,0.15,1.39
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,1.69,0.4,0.0,0.26,2.35
Tiger Woods PGA Tour 09,2008,Sports,Electronic Arts,0.76,0.63,0.0,0.27,1.6600000000000001
Tiger Woods PGA Tour 09 All-Play,2008,Sports,Electronic Arts,0.8,0.47,0.0,0.14,1.42
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,1.41,0.81,0.0,0.28,2.5
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.88,0.77,0.0,0.24,1.8900000000000001
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,1.12,0.52,0.0,0.19,1.85
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.53,0.39,0.0,0.12,1.05
Tiger Woods PGA Tour 14,2013,Sports,Electronic Arts,0.37,0.26,0.0,0.1,0.72
Tiger Woods PGA Tour 2002,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9
Tiger Woods PGA Tour 2003,2002,Sports,Electronic Arts,1.33,0.76,0.0,0.22999999999999998,2.31
Tiger Woods PGA Tour 2004,2003,Sports,Electronic Arts,1.9,0.55,0.0,0.12000000000000001,2.59
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,1.67,0.51,0.0,0.12,2.3
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2005,Adventure,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
Time Crisis 3,2003,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61
Time Crisis 4,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83
Time Crisis II,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53
Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54
Time Hollow,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16
Time and Eternity,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
TimeShift,2007,Shooter,Vivendi Games,0.51,0.02,0.0,0.04,0.58
TimeSplitters,2000,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43
TimeSplitters 2,2002,Shooter,Eidos Interactive,0.97,0.6900000000000001,0.0,0.11,1.78
TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,0.3,0.13999999999999999,0.0,0.04,0.48
Titan Quest,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06
Titanfall,2014,Shooter,Electronic Arts,2.93,1.44,0.06,0.44,4.87
Titanfall 2,2016,Shooter,Electronic Arts,0.74,0.44,0.05,0.18,1.4
Tokobot,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06
Tokyo Jungle,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,0.06,0.01,0.04,0.02,0.13
Tokyo Xtreme Racer 3,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18
Tokyo Xtreme Racer Zero,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
Tom Clancy's EndWar,2008,Strategy,Ubisoft,1.09,0.48,0.02,0.21,1.77
Tom Clancy's EndWar,2009,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
Tom Clancy's Ghost Recon,2002,Shooter,Ubisoft,2.65,0.8600000000000001,0.0,0.19,3.7
Tom Clancy's Ghost Recon,2003,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15
Tom Clancy's Ghost Recon,2010,Shooter,Ubisoft,0.1,0.01,0.0,0.01,0.12
Tom Clancy's Ghost Recon 2,2004,Shooter,Ubisoft,1.5,0.79,0.0,0.16,2.4400000000000004
Tom Clancy's Ghost Recon 2,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07
Tom Clancy's Ghost Recon 2: Summit Strike,2005,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39
Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,1.64,0.15,0.02,0.12000000000000001,1.9300000000000002
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,1.56,0.62,0.04,0.35,2.58
Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,1.3900000000000001,0.8200000000000001,0.11,0.26,2.59
Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87
Tom Clancy's Ghost Recon: Jungle Storm,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16
Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34
Tom Clancy's HAWX,2009,Action,Ubisoft,0.52,0.44,0.07,0.16,1.18
Tom Clancy's HAWX 2,2010,Action,Ubisoft,0.44999999999999996,0.25,0.04,0.09,0.82
Tom Clancy's Rainbow Six 3,2003,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55
Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,0.44,0.32,0.0,0.1,0.8700000000000001
Tom Clancy's Rainbow Six 3: Black Arrow,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13
Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,Ubisoft,0.47000000000000003,0.27,0.0,0.060000000000000005,0.8099999999999999
Tom Clancy's Rainbow Six: Siege,2015,Shooter,Ubisoft,1.4500000000000002,1.72,0.14,0.47000000000000003,3.7800000000000002
Tom Clancy's Rainbow Six: Vegas,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95
Tom Clancy's Rainbow Six: Vegas,2007,Shooter,Ubisoft,0.8899999999999999,0.72,0.03,0.35,1.99
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,2.22,1.06,0.060000000000000005,0.44,3.78
Tom Clancy's Splinter Cell,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
Tom Clancy's Splinter Cell,2003,Action,Ubisoft,1.4,1.1900000000000002,0.0,0.41000000000000003,2.98
Tom Clancy's Splinter Cell 3D,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3
Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.99,0.91,0.07,0.25,2.23
Tom Clancy's Splinter Cell: Chaos Theory,2005,Action,Ubisoft,1.18,0.85,0.0,0.2,2.23
Tom Clancy's Splinter Cell: Conviction,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
Tom Clancy's Splinter Cell: Double Agent,2006,Action,Ubisoft,0.81,0.06,0.01,0.06999999999999999,0.97
Tom Clancy's Splinter Cell: Double Agent,2007,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26
Tom Clancy's Splinter Cell: Essentials,2006,Shooter,Ubisoft,0.17,0.01,0.0,0.02,0.19
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,Action,Ubisoft,1.45,1.19,0.0,0.24000000000000002,2.87
Tom Clancy's The Division,2016,Shooter,Ubisoft,2.8600000000000003,2.53,0.15,0.84,6.37
Tomb Raider,1996,Action,Eidos Interactive,3.25,2.04,0.13,0.24,5.66
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.44999999999999996,1.09,0.0,0.3,1.8399999999999999
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.8099999999999999,0.58,0.03,0.22,1.6500000000000001
Tomb Raider: The Prophecy,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
Tomb Raider: Underworld,2008,Action,Eidos Interactive,1.26,1.32,0.060000000000000005,0.4,3.0500000000000003
Tony Hawk's American Sk8land,2005,Sports,Activision,0.36,0.06,0.0,0.02,0.44999999999999996
Tony Hawk's American Wasteland,2005,Sports,Activision,1.01,0.29000000000000004,0.0,0.07,1.3599999999999999
Tony Hawk's Downhill Jam,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22
Tony Hawk's Pro Skater,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02
Tony Hawk's Pro Skater 2,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68
Tony Hawk's Pro Skater 2,2001,Sports,Activision,0.85,0.31,0.0,0.02,1.18
Tony Hawk's Pro Skater 2x,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63
Tony Hawk's Pro Skater 3,2001,Sports,Activision,4.390000000000001,1.95,0.030000000000000002,0.55,6.9
Tony Hawk's Pro Skater 3,2002,Sports,Activision,0.71,0.32,0.0,0.03,1.07
Tony Hawk's Pro Skater 4,2002,Sports,Activision,3.58,1.75,0.01,0.42,5.75
Tony Hawk's Pro Skater 5,2015,Sports,Activision,0.18,0.1,0.0,0.04,0.32999999999999996
Tony Hawk's Project 8,2006,Sports,Activision,1.8699999999999999,0.34,0.01,0.33,2.55
Tony Hawk's Proving Ground,2007,Sports,Activision,1.82,0.1,0.0,0.21,2.14
Tony Hawk's Underground,2003,Sports,Activision,4.11,1.8399999999999999,0.01,0.5,6.47
Tony Hawk's Underground 2,2004,Sports,Activision,2.11,1.2,0.01,0.3,3.62
Tony Hawk's Underground 2 Remix,2005,Sports,Activision,0.46,0.21,0.0,0.15,0.82
Tony Hawk: RIDE,2009,Sports,Activision,1.53,0.41000000000000003,0.0,0.2,2.1399999999999997
Tony Hawk: Shred,2010,Sports,Activision,0.35,0.12,0.0,0.06,0.54
Too Human,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78
Top Gear RPM Tuning,2005,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02
Top Gear Rally,2003,Racing,Kemco,0.06,0.02,0.0,0.0,0.09
Top Gun,2011,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07
Top Gun: Combat Zones,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92
Top Gun: Combat Zones,2002,Simulation,Titus,0.12,0.03,0.0,0.0,0.15
Top Gun: Hard Lock,2012,Action,505 Games,0.03,0.02,0.0,0.0,0.06
Top Spin,2003,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46
Top Spin,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
Top Spin 2,2006,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17
Top Spin 3,2008,Action,Take-Two Interactive,0.32,1.13,0.0,0.26,1.71
Top Spin 4,2011,Sports,Take-Two Interactive,0.36,0.6900000000000001,0.0,0.19,1.24
Torchlight,2009,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.01,0.07
Tork: Prehistoric Punk,2005,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
Tornado Outbreak,2009,Action,Konami Digital Entertainment,0.24,0.0,0.0,0.03,0.27
Total Overdose: A Gunslinger's Tale in Mexico,2005,Shooter,Eidos Interactive,0.06,0.05,0.0,0.01,0.11
Total War: Attila,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24
Total War: Rome II,2013,Strategy,Sega,0.12,0.53,0.0,0.07,0.72
Total War: Shogun 2,2011,Strategy,Sega,0.19,0.31,0.0,0.09,0.6
Total War: WARHAMMER,2016,Strategy,Sega,0.0,0.12,0.0,0.01,0.13
Touch Detective,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09
Touch My Katamari,2011,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12
Touch the Dead,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22
TouchMaster,2007,Puzzle,Midway Games,0.48,1.27,0.0,0.24,2.0
Touhou Genso Rondo: Bullet Ballet,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02
Toukiden Kiwami,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23
Toukiden Kiwami,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
Toukiden: The Age of Demons,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35
Tour de France 2014,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
Tournament of Legends,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.06
Toy Shop,2008,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
Toy Soldiers: War Chest,2015,Action,Ubisoft,0.11,0.0,0.0,0.02,0.13
Toy Story Mania!,2009,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88
Toy Story Racer,2001,Racing,Activision,0.08,0.06,0.0,0.01,0.15
Trace Memory,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29
TrackMania DS,2008,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08
TrackMania Turbo,2016,Action,Ubisoft,0.05,0.31,0.0,0.05,0.42
TrackMania: Build to Race,2010,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23
Transformers,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29
Transformers: Cybertron Adventures,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27
Transformers: Dark of the Moon,2011,Action,Activision,0.24,0.3,0.0,0.09,0.6200000000000001
Transformers: Devastation,2015,Action,Activision,0.19,0.16,0.0,0.05,0.4
Transformers: Fall of Cybertron,2012,Action,Activision,0.48000000000000004,0.26,0.0,0.1,0.84
Transport Fever,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04
Transworld Snowboarding,2002,Sports,Atari,0.07,0.02,0.0,0.0,0.09
Transworld Surf,2002,Sports,Atari,0.09,0.07,0.0,0.02,0.19
Trapped Dead,2011,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
Trapt,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
Trauma Center: New Blood,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29
Trauma Center: Second Opinion,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34
Trauma Center: Under the Knife,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35
Trauma Center: Under the Knife 2,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11
Trials Fusion,2014,Racing,Ubisoft,0.25,0.35,0.01,0.09000000000000001,0.69
Trigger Man,2004,Shooter,Play It,0.08,0.06,0.0,0.02,0.16
Trine,2009,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
Trine 2,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
Trinity Universe,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18
Trivial Pursuit,2009,Misc,Electronic Arts,0.24,0.32,0.0,0.09,0.65
Trivial Pursuit unhinged,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09
Tron 2.0: Killer App,2004,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06
Tropico 3,2009,Strategy,Kalypso Media,0.15,0.06,0.03,0.02,0.26
Tropico 4,2011,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27
Tropico 4: Modern Times,2012,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
Tropico 5,2014,Simulation,Kalypso Media,0.05,0.11,0.0,0.01,0.18
Tropico 5,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31
True Crime: New York City,2005,Action,Activision,0.33999999999999997,0.09,0.0,0.01,0.45000000000000007
True Crime: Streets of LA,2003,Action,Activision,3.29,1.53,0.02,0.38,5.21
True Swing Golf,2005,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16
Truth or Lies,2010,Misc,THQ,0.07,0.03,0.0,0.01,0.11
Turn It Around,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03
Turning Point: Fall of Liberty,2008,Shooter,Codemasters,0.44,0.05,0.0,0.04,0.53
